current_link,name,parent_link,price,upc
http://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Wall and Piece,http://books.toscrape.com/catalogue/page-2.html,£44.18,ccd9ffa25efabdea
http://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,http://books.toscrape.com/catalogue/page-2.html,£40.30,4c28def39d850cdf
http://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Aladdin and His Wonderful Lamp,http://books.toscrape.com/catalogue/page-2.html,£53.13,904208d6aa64b655
http://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,http://books.toscrape.com/catalogue/page-2.html,£22.50,c7d160c2c0de586f
http://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Birdsong: A Story in Pictures,http://books.toscrape.com/catalogue/page-2.html,£54.64,9528d0948525bf5f
http://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Chase Me (Paris Nights #2),http://books.toscrape.com/catalogue/page-2.html,£25.27,c2e46a2ee3b4a322
http://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",http://books.toscrape.com/catalogue/page-2.html,£30.52,5674a18a29a43ced
http://books.toscrape.com/catalogue/black-dust_976/index.html,Black Dust,http://books.toscrape.com/catalogue/page-2.html,£34.53,00bfed9e18bb36f3
http://books.toscrape.com/catalogue/how-music-works_979/index.html,How Music Works,http://books.toscrape.com/catalogue/page-2.html,£37.32,327f68a59745c102
http://books.toscrape.com/catalogue/in-her-wake_980/index.html,In Her Wake,http://books.toscrape.com/catalogue/page-2.html,£12.84,23356462d1320d61
http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,The Natural History of Us (The Fine Art of Pretending #2),http://books.toscrape.com/catalogue/page-3.html,£45.22,cedf82b5086e4691
http://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,The Past Never Ends,http://books.toscrape.com/catalogue/page-3.html,£56.50,5ee94540d0749ea0
http://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",http://books.toscrape.com/catalogue/page-3.html,£56.41,142d767a56a9254d
http://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,The Secret of Dreadwillow Carse,http://books.toscrape.com/catalogue/page-3.html,£56.13,b5ea0b5dabed25a8
http://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,The Torch Is Passed: A Harding Family Story,http://books.toscrape.com/catalogue/page-3.html,£19.09,4eed62cf5f8d8edf
http://books.toscrape.com/catalogue/thirst_946/index.html,Thirst,http://books.toscrape.com/catalogue/page-3.html,£17.27,709822d0b5bcb7f4
http://books.toscrape.com/catalogue/this-one-summer_947/index.html,This One Summer,http://books.toscrape.com/catalogue/page-3.html,£19.49,51653ef291ab7ddc
http://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,http://books.toscrape.com/catalogue/page-3.html,£31.12,7858914fad68493c
http://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),http://books.toscrape.com/catalogue/page-3.html,£16.28,09555be379ad9253
http://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",http://books.toscrape.com/catalogue/page-3.html,£25.52,9a9d6e9bc555731e
http://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Unicorn Tracks,http://books.toscrape.com/catalogue/page-3.html,£18.78,7ae099f3898e0209
http://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",http://books.toscrape.com/catalogue/page-3.html,£44.18,d170b5a0da46380e
http://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Untitled Collection: Sabbath Poems 2014,http://books.toscrape.com/catalogue/page-3.html,£14.27,657fe5ead67a7767
http://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,"We Love You, Charlie Freeman",http://books.toscrape.com/catalogue/page-3.html,£50.27,8d455c7539795d2a
http://books.toscrape.com/catalogue/when-we-collided_955/index.html,When We Collided,http://books.toscrape.com/catalogue/page-3.html,£31.77,3ecb690d1542c568
http://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,Without Borders (Wanderlove #1),http://books.toscrape.com/catalogue/page-3.html,£45.07,acddfeab2a407640
http://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,http://books.toscrape.com/catalogue/page-3.html,£23.11,c27f6e1f185b0383
http://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Private Paris (Private #10),http://books.toscrape.com/catalogue/page-3.html,£47.61,b12b89017878a60d
http://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Reasons to Stay Alive,http://books.toscrape.com/catalogue/page-3.html,£26.41,c8f7f0cb1abb9cac
http://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Slow States of Collapse: Poems,http://books.toscrape.com/catalogue/page-3.html,£57.31,b4fd5943413e089a
http://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",http://books.toscrape.com/catalogue/page-4.html,£50.40,c82a3e358c773c73
http://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Reskilling America: Learning to Labor in the Twenty-First Century,http://books.toscrape.com/catalogue/page-4.html,£19.83,d7310206583a54b6
http://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,"Saga, Volume 5 (Saga (Collected Editions) #5)",http://books.toscrape.com/catalogue/page-4.html,£51.04,53a3d11bb568cc8b
http://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)",http://books.toscrape.com/catalogue/page-4.html,£25.02,c849f0b2f5d6a742
http://books.toscrape.com/catalogue/security_925/index.html,Security,http://books.toscrape.com/catalogue/page-4.html,£39.25,6f78a0d744c35456
http://books.toscrape.com/catalogue/soul-reader_926/index.html,Soul Reader,http://books.toscrape.com/catalogue/page-4.html,£39.58,e6af5bf1163c1151
http://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,http://books.toscrape.com/catalogue/page-4.html,£41.83,87b0615b6e1f4d7b
http://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,http://books.toscrape.com/catalogue/page-4.html,£32.24,7d6d2a6c0276f81b
http://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,http://books.toscrape.com/catalogue/page-4.html,£19.73,a3d2a4250807f1e9
http://books.toscrape.com/catalogue/the-art-forger_930/index.html,The Art Forger,http://books.toscrape.com/catalogue/page-4.html,£40.76,80cfab6bcff3a244
http://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",http://books.toscrape.com/catalogue/page-4.html,£49.05,43c6a960757cf559
http://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,The Death of Humanity: and the Case for Life,http://books.toscrape.com/catalogue/page-4.html,£58.11,bd261725b99f5983
http://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,The Electric Pencil: Drawings from Inside State Hospital No. 3,http://books.toscrape.com/catalogue/page-4.html,£56.06,a30b270e25489e5c
http://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",http://books.toscrape.com/catalogue/page-4.html,£20.59,8c9e6bf2467d740d
http://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,The Gutsy Girl: Escapades for Your Life of Epic Adventure,http://books.toscrape.com/catalogue/page-4.html,£37.13,acd86a5426e21ca0
http://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,http://books.toscrape.com/catalogue/page-4.html,£16.77,0da9aa9d24677fc0
http://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",http://books.toscrape.com/catalogue/page-4.html,£23.89,31075275518532d7
http://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,http://books.toscrape.com/catalogue/page-4.html,£42.96,aadee1c326d286e3
http://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,In the Country We Love: My Family Divided,http://books.toscrape.com/catalogue/page-5.html,£22.00,b136b1b180ca753a
http://books.toscrape.com/catalogue/join_902/index.html,Join,http://books.toscrape.com/catalogue/page-5.html,£35.67,18ad3ed896c7ce05
http://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,"Layered: Baking, Building, and Styling Spectacular Cakes",http://books.toscrape.com/catalogue/page-5.html,£40.11,7b75cc7f223791f4
http://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),http://books.toscrape.com/catalogue/page-5.html,£53.90,228f74b74f3a08ae
http://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),http://books.toscrape.com/catalogue/page-5.html,£19.92,57e5a4d515c8ce44
http://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",http://books.toscrape.com/catalogue/page-5.html,£46.91,460089f796fb3f82
http://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",http://books.toscrape.com/catalogue/page-5.html,£45.61,b6ee99bcf06fc91f
http://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",http://books.toscrape.com/catalogue/page-5.html,£14.02,72f9d5be3472d34e
http://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,Masks and Shadows,http://books.toscrape.com/catalogue/page-5.html,£56.40,fa9610a50a1bf149
http://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,My Paris Kitchen: Recipes and Stories,http://books.toscrape.com/catalogue/page-5.html,£33.37,784bc2279baa878d
http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,Obsidian (Lux #1),http://books.toscrape.com/catalogue/page-5.html,£14.86,3c346ab1e76ae1f6
http://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,On a Midnight Clear,http://books.toscrape.com/catalogue/page-5.html,£14.07,b757c0c361e689ce
http://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,orange: The Complete Collection 1 (orange: The Complete Collection #1),http://books.toscrape.com/catalogue/page-5.html,£48.41,11809b1d323b3057
http://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",http://books.toscrape.com/catalogue/page-5.html,£15.44,889139b8e9c4cb36
http://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Online Marketing for Busy Authors: A Step-By-Step Guide,http://books.toscrape.com/catalogue/page-5.html,£46.35,9ffa38d3b832433a
http://books.toscrape.com/catalogue/patience_916/index.html,Patience,http://books.toscrape.com/catalogue/page-5.html,£10.16,9429b4d59c537af5
http://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",http://books.toscrape.com/catalogue/page-5.html,£36.28,7392c0032f92d816
http://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,"Pop Gun War, Volume 1: Gift",http://books.toscrape.com/catalogue/page-5.html,£18.97,e80f8e518b300dfe
http://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",http://books.toscrape.com/catalogue/page-6.html,£28.09,6d5300b2d8f37e07
http://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",http://books.toscrape.com/catalogue/page-6.html,£37.92,bdf415fd484ea8a7
http://books.toscrape.com/catalogue/bossypants_883/index.html,Bossypants,http://books.toscrape.com/catalogue/page-6.html,£49.46,74baabfc8fd84b38
http://books.toscrape.com/catalogue/burning_884/index.html,Burning,http://books.toscrape.com/catalogue/page-6.html,£28.81,5ceb951f629700a2
http://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,http://books.toscrape.com/catalogue/page-6.html,£29.14,bee3672891cca906
http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,"Codename Baboushka, Volume 1: The Conclave of Death",http://books.toscrape.com/catalogue/page-6.html,£36.72,8754c83ab2a7ae71
http://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,Crown of Midnight (Throne of Glass #2),http://books.toscrape.com/catalogue/page-6.html,£43.29,7267864328ae8b9d
http://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,http://books.toscrape.com/catalogue/page-6.html,£54.35,311c0dd0e354a33e
http://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Danganronpa Volume 1,http://books.toscrape.com/catalogue/page-6.html,£51.99,09b6cc87e62c2c58
http://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",http://books.toscrape.com/catalogue/page-6.html,£37.97,fce19f9b4a943f22
http://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,Fifty Shades Darker (Fifty Shades #2),http://books.toscrape.com/catalogue/page-6.html,£21.96,7add3f8e49ec0826
http://books.toscrape.com/catalogue/camp-midnight_886/index.html,Camp Midnight,http://books.toscrape.com/catalogue/page-6.html,£17.08,7b599c8bfcdd8d30
http://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,First and First (Five Boroughs #3),http://books.toscrape.com/catalogue/page-6.html,£15.97,9e28048cea8d41f7
http://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,http://books.toscrape.com/catalogue/page-6.html,£29.69,9beb96a2300109d7
http://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,"Giant Days, Vol. 2 (Giant Days #5-8)",http://books.toscrape.com/catalogue/page-6.html,£22.11,f2df3bb043a8abb0
http://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,Her Backup Boyfriend (The Sorensen Family #1),http://books.toscrape.com/catalogue/page-6.html,£33.97,2a97cffe61c3c4c7
http://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,I am a Hero Omnibus Volume 1,http://books.toscrape.com/catalogue/page-6.html,£54.63,1c89ae5bb804e4de
http://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,How to Be Miserable: 40 Strategies You Already Use,http://books.toscrape.com/catalogue/page-6.html,£46.03,a6f99b9e687f9d46
http://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",http://books.toscrape.com/catalogue/page-6.html,£29.17,8d4eefad7a2b3915
http://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,http://books.toscrape.com/catalogue/page-6.html,£57.36,e4f74c16de34d440
http://books.toscrape.com/catalogue/the-stranger_861/index.html,The Stranger,http://books.toscrape.com/catalogue/page-7.html,£17.44,f5a92cff83897d48
http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,The Third Wave: An Entrepreneur’s Vision of the Future,http://books.toscrape.com/catalogue/page-7.html,£12.61,3bebf34ee9330cbd
http://books.toscrape.com/catalogue/the-vacationers_863/index.html,The Vacationers,http://books.toscrape.com/catalogue/page-7.html,£42.15,fd3a622648667296
http://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,The Wedding Dress,http://books.toscrape.com/catalogue/page-7.html,£24.12,623e1a180426039b
http://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,http://books.toscrape.com/catalogue/page-7.html,£58.08,37c0cb19713d8dda
http://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,http://books.toscrape.com/catalogue/page-7.html,£59.64,de3f25248ba0789f
http://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Thirteen Reasons Why,http://books.toscrape.com/catalogue/page-7.html,£52.72,bc2a85fd35fdc7bd
http://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,Throne of Glass (Throne of Glass #1),http://books.toscrape.com/catalogue/page-7.html,£35.07,590a9cccf7db9f7d
http://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Tracing Numbers on a Train,http://books.toscrape.com/catalogue/page-7.html,£41.60,d7d6d50c1e3d0b81
http://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",http://books.toscrape.com/catalogue/page-7.html,£43.30,9270575728a13a61
http://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Tuesday Nights in 1980,http://books.toscrape.com/catalogue/page-7.html,£21.04,b8736690cf263a3c
http://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,You Are What You Love: The Spiritual Power of Habit,http://books.toscrape.com/catalogue/page-7.html,£21.87,796c87ddbbaaf8c5
http://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,(Un)Qualified: How God Uses Broken People to Do Big Things,http://books.toscrape.com/catalogue/page-7.html,£54.00,e4ac92d89b946781
http://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),http://books.toscrape.com/catalogue/page-7.html,£52.37,01d2001ac1e6f8a3
http://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,A Flight of Arrows (The Pathfinders #2),http://books.toscrape.com/catalogue/page-7.html,£55.53,3a6fb983e2554023
http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,A Fierce and Subtle Poison,http://books.toscrape.com/catalogue/page-7.html,£28.13,842790dfaa937484
